TS,Date[TS],Month Year[TS],Batch number,BatchID,Batch time [h:min],Total batch duration,Batch index,Batch starts,Batch ends,BatchID (#),Phase,Batch-Phase,PhaseID,Phase time [h:min],Total phase duration [h:min],PhaseID (#),Aligned phase index,Phase index,Phase starts,Phase ends,Y (Final solvent concentration) [%],Selected,Quality,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Tank level [%],Differential pressure [mmHg],Dryer pressure [mmHg],Power [W],Agitator Speed [rpm],Torque [Nm],Jacket Temp SP [degC],Jacket Temp PV  [degC],abs(Jacket Temp SP-PV)  [degC],Dryer Temp SP [degC],Dryer Temp PV [degC],abs(Dryer Temp SP-PV)  [degC],Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z (Initial cake weight) [kg],Level1,Temp1,Temp2,Time4,Time1,Time2,Time3,TempSlope,T²,row_index,anomaly_score,batch_anomaly_score,Batch starts 2,Batch ends 2
2021-08-09 2:51:46 PM,2021-08-09,08-2021,Batch 27,27,1:16,1:38,77,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:17,0:39,3,3.45,18,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.586,-0.886,784.114,67.071,7.985,10.18,0,17.69,17.69,85.099,60.288,24.811,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3275,0.23755703,495,0,0
2021-08-09 2:52:46 PM,2021-08-09,08-2021,Batch 27,27,1:17,1:38,78,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:18,0:39,3,3.475,19,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.216,-0.889,784.139,66.705,7.983,10.907,0,17.684,17.684,85.094,59.382,25.712,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3276,0.53855071,495,0,0
2021-08-09 2:53:46 PM,2021-08-09,08-2021,Batch 27,27,1:18,1:38,79,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:19,0:39,3,3.5,20,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.66,-0.891,784.164,66.388,7.982,10.456,0,17.638,17.638,85.089,58.465,26.624,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3277,0.31435476,495,0,0
2021-08-09 2:54:46 PM,2021-08-09,08-2021,Batch 27,27,1:19,1:38,80,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:20,0:39,3,3.525,21,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.219,-0.894,784.189,66.104,7.98,10.461,0,17.592,17.592,85.085,57.547,27.538,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3278,0.53584728,495,0,0
2021-08-09 2:55:46 PM,2021-08-09,08-2021,Batch 27,27,1:20,1:38,81,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:21,0:39,3,3.55,22,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.633,-0.896,784.214,65.714,7.979,10.163,0,17.546,17.546,85.08,56.642,28.438,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3279,0.29806855,495,0,0
2021-08-09 2:56:46 PM,2021-08-09,08-2021,Batch 27,27,1:21,1:38,82,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:22,0:39,3,3.575,23,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.899,784.239,65.431,7.977,9.408,0,17.583,17.583,85.075,55.782,29.293,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3280,0.07215054,495,0,0
2021-08-09 2:57:46 PM,2021-08-09,08-2021,Batch 27,27,1:22,1:38,83,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:23,0:39,3,3.6,24,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.901,784.264,65.233,7.975,9.682,0,17.682,17.682,85.071,54.951,30.12,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3281,0.07215054,495,0,0
2021-08-09 2:58:46 PM,2021-08-09,08-2021,Batch 27,27,1:23,1:38,84,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:24,0:39,3,3.625,25,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.904,784.289,65.331,16.264,9.771,0,17.878,17.878,85.066,54.113,30.953,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3282,0.07215054,495,0,0
2021-08-09 2:59:46 PM,2021-08-09,08-2021,Batch 27,27,1:24,1:38,85,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:25,0:39,3,3.65,26,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.904,776.421,62.386,47.948,6.187,0,18.244,18.244,85.061,53.87,31.191,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3283,0.07215054,495,0,0
2021-08-09 3:00:46 PM,2021-08-09,08-2021,Batch 27,27,1:25,1:38,86,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:26,0:39,3,3.675,27,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.901,782.94,62.261,47.952,5.936,0,18.202,18.202,85.057,53.221,31.836,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3284,0.07215054,495,0,0
2021-08-09 3:01:46 PM,2021-08-09,08-2021,Batch 27,27,1:26,1:38,87,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:27,0:39,3,3.7,28,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.897,782.878,62.136,47.956,5.928,0,18.159,18.159,85.052,52.55,32.502,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3285,0.07215054,495,0,0
2021-08-09 3:02:46 PM,2021-08-09,08-2021,Batch 27,27,1:27,1:38,88,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:28,0:39,3,3.725,29,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.894,782.816,62.011,47.96,5.46,0,18.116,18.116,85.047,51.88,33.167,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3286,0.07215054,495,0,0
2021-08-09 3:03:46 PM,2021-08-09,08-2021,Batch 27,27,1:28,1:38,89,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:29,0:39,3,3.75,30,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.89,783.436,61.37,47.964,4.356,0,18.069,18.069,85.043,51.289,33.754,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3287,0.07215054,495,0,0
2021-08-09 3:04:46 PM,2021-08-09,08-2021,Batch 27,27,1:29,1:38,90,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:30,0:39,3,3.775,31,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.887,784.173,61.156,47.968,3.937,0,18.019,18.019,85.038,50.345,34.693,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3288,0.07215054,495,0,0
2021-08-09 3:05:46 PM,2021-08-09,08-2021,Batch 27,27,1:30,1:38,91,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:31,0:39,3,3.8,32,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.884,783.228,60.889,47.972,3.38,0,17.969,17.969,85.033,48.987,36.046,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3289,0.07215054,495,0,0
2021-08-09 3:06:46 PM,2021-08-09,08-2021,Batch 27,27,1:31,1:38,92,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:32,0:39,3,3.825,33,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.88,783.801,60.605,47.976,3.558,0,17.824,17.824,85.028,47.519,37.509,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3290,0.07215054,495,0,0
2021-08-09 3:07:46 PM,2021-08-09,08-2021,Batch 27,27,1:32,1:38,93,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:33,0:39,3,3.85,34,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.877,753.611,60.445,47.98,3.194,0,17.722,17.722,85.024,46.027,38.997,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3291,0.07215054,495,0,0
2021-08-09 3:08:46 PM,2021-08-09,08-2021,Batch 27,27,1:33,1:38,94,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:34,0:39,3,3.875,35,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.875,784.078,60.284,47.984,2.498,0,17.66,17.66,85.019,44.535,40.484,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3292,0.07215054,495,0,0
2021-08-09 3:09:46 PM,2021-08-09,08-2021,Batch 27,27,1:34,1:38,95,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:35,0:39,3,3.9,36,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.884,755.611,60.124,47.988,2.199,0,17.599,17.599,85.014,42.797,42.217,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3293,0.07215054,495,0,0
2021-08-09 3:10:46 PM,2021-08-09,08-2021,Batch 27,27,1:35,1:38,96,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:36,0:39,3,3.925,37,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.919,783.194,59.964,47.992,1.861,0,17.603,17.603,85.01,40.819,44.191,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3294,0.07215054,495,0,0
2021-08-09 3:11:46 PM,2021-08-09,08-2021,Batch 27,27,1:36,1:38,97,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:37,0:39,3,3.95,38,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.954,783.864,59.853,47.996,1.88,0,17.646,17.646,85.005,38.882,46.123,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3295,0.07215054,495,0,0
2021-08-09 3:12:46 PM,2021-08-09,08-2021,Batch 27,27,1:37,1:38,98,0,0,27,Cooldown,Batch 27-Cooldown,Cooldown,0:38,0:39,3,3.975,39,0,0,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.971,774.444,46.95,48,1.711,0,17.69,17.69,85,37.082,47.918,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3296,0.07215054,495,0,0
2021-08-09 3:13:46 PM,2021-08-09,08-2021,Batch 27,27,1:38,1:38,99,0,1,27,Cooldown,Batch 27-Cooldown,Cooldown,0:39,0:39,3,4,40,0,1,5,0,On-spec,91.56,1.94,0.04,0.95,0.09,98.5,0,0,0.21,24,0.38,54.504,-0.97,769.932,0.593,-0.25,-0.065,63.654,17.912,45.742,25,35.282,10.282,0.54,9.71,3.8,2.04,1.65,0.63,0,1.62,5.77,4.68,80.27,6928.2388,50.593,25.963,84.226,23,64,24,40,2.427625,0.196479122,3297,0.07215054,495,0,1
2021-08-09 3:14:46 PM,2021-08-09,08-2021,Batch 28,28,0:00,1:35,1,1,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:00,0:36,1,1.02702703,1,1,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,0,-1.45,35.89,167.92,8.014,60.84,99.971,45.028,54.943,69.476,17.139,52.337,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3298,0.05855935,476.16,1,0
2021-08-09 3:15:46 PM,2021-08-09,08-2021,Batch 28,28,0:01,1:35,2,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:01,0:36,1,1.05405405,2,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,0.631,-1.45,36.615,162.883,8.013,55.605,99.915,68.321,31.594,86.187,18.968,67.219,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3299,0.63643447,476.16,0,0
2021-08-09 3:16:46 PM,2021-08-09,08-2021,Batch 28,28,0:02,1:35,3,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:02,0:36,1,1.08108108,3,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,1.854,-1.45,37.34,158.839,8.012,51.421,93.87,87.821,6.049,85.289,20.744,64.545,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3300,0.78456213,476.16,0,0
2021-08-09 3:17:46 PM,2021-08-09,08-2021,Batch 28,28,0:03,1:35,4,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:03,0:36,1,1.10810811,4,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,2.993,-1.45,38.04,158.679,8.011,47.913,64.975,86.845,21.87,87.151,22.133,65.018,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3301,0.89276504,476.16,0,0
2021-08-09 3:18:46 PM,2021-08-09,08-2021,Batch 28,28,0:04,1:35,5,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:04,0:36,1,1.13513514,5,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,4.552,-1.45,38.714,156.216,8.01,53.133,63.05,84.369,21.319,86.69,23.082,63.608,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3302,1.01004815,476.16,0,0
2021-08-09 3:19:46 PM,2021-08-09,08-2021,Batch 28,28,0:05,1:35,6,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:05,0:36,1,1.16216216,6,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,6.336,-1.45,39.388,156.589,8.008,35.947,72.984,84.226,11.242,86.366,23.733,62.633,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3303,1.03811671,476.16,0,0
2021-08-09 3:20:46 PM,2021-08-09,08-2021,Batch 28,28,0:06,1:35,7,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:06,0:36,1,1.18918919,7,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,8.118,-1.45,40.062,154.888,8.007,39.885,72.438,85.46,13.022,86.088,24.241,61.847,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3304,1.12914829,476.16,0,0
2021-08-09 3:21:46 PM,2021-08-09,08-2021,Batch 28,28,0:07,1:35,8,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:07,0:36,1,1.21621622,8,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,10.29,-1.45,40.021,154.898,8.006,48.962,68.106,85.286,17.18,85.863,24.666,61.197,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3305,1.09610194,476.16,0,0
2021-08-09 3:22:46 PM,2021-08-09,08-2021,Batch 28,28,0:08,1:35,9,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:08,0:36,1,1.24324324,9,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,11.89,-1.45,39.874,151.245,8.005,43.814,67.968,84.909,16.941,85.715,24.991,60.724,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3306,1.10955886,476.16,0,0
2021-08-09 3:23:46 PM,2021-08-09,08-2021,Batch 28,28,0:09,1:35,10,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:09,0:36,1,1.27027027,10,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,14.041,-1.45,39.727,150.019,8.004,46.151,69.936,84.908,14.972,85.595,25.281,60.314,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3307,1.079155,476.16,0,0
2021-08-09 3:24:46 PM,2021-08-09,08-2021,Batch 28,28,0:10,1:35,11,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:10,0:36,1,1.2972973,11,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,15.835,-1.45,39.58,149.321,8.003,49.214,70.118,85,14.882,85.475,25.542,59.933,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3308,1.09975907,476.16,0,0
2021-08-09 3:25:46 PM,2021-08-09,08-2021,Batch 28,28,0:11,1:35,12,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:11,0:36,1,1.32432432,12,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,17.982,-1.45,39.433,149.136,8.002,49.756,68.662,84.993,16.331,85.355,25.726,59.629,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3309,1.09787816,476.16,0,0
2021-08-09 3:26:46 PM,2021-08-09,08-2021,Batch 28,28,0:12,1:35,13,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:12,0:36,1,1.35135135,13,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,19.609,-1.45,39.286,148.283,8,46.107,67.753,84.986,17.233,85.256,25.877,59.379,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3310,1.14598163,476.16,0,0
2021-08-09 3:27:46 PM,2021-08-09,08-2021,Batch 28,28,0:13,1:35,14,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:13,0:36,1,1.37837838,14,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,21.568,-1.45,39.14,148.291,7.999,39.246,67.884,84.979,17.095,85.196,26.028,59.168,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3311,1.121461,476.16,0,0
2021-08-09 3:28:46 PM,2021-08-09,08-2021,Batch 28,28,0:14,1:35,15,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:14,0:36,1,1.40540541,15,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,23.655,-1.45,38.993,145.519,7.998,39.358,67.815,84.972,17.157,85.135,26.149,58.986,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3312,1.07680373,476.16,0,0
2021-08-09 3:29:46 PM,2021-08-09,08-2021,Batch 28,28,0:15,1:35,16,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:15,0:36,1,1.43243243,16,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,25.333,-1.45,38.846,145.927,7.997,30.641,67.694,84.965,17.271,85.077,26.188,58.889,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3313,1.04988696,476.16,0,0
2021-08-09 3:30:46 PM,2021-08-09,08-2021,Batch 28,28,0:16,1:35,17,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:16,0:36,1,1.45945946,17,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,27.434,-1.45,38.699,143.437,7.996,49.945,67.256,84.958,17.702,85.029,26.227,58.802,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3314,1.04786406,476.16,0,0
2021-08-09 3:31:46 PM,2021-08-09,08-2021,Batch 28,28,0:17,1:35,18,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:17,0:36,1,1.48648649,18,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,29.099,-1.45,38.552,143.803,7.995,33.724,66.818,84.951,18.133,87.331,26.266,61.065,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3315,1.05027398,476.16,0,0
2021-08-09 3:32:46 PM,2021-08-09,08-2021,Batch 28,28,0:18,1:35,19,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:18,0:36,1,1.51351351,19,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,30.884,-1.45,38.405,141.671,7.994,41.153,66.504,84.945,18.441,87.346,26.304,61.042,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3316,0.96482118,476.16,0,0
2021-08-09 3:33:46 PM,2021-08-09,08-2021,Batch 28,28,0:19,1:35,20,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:19,0:36,1,1.54054054,20,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,32.799,-1.45,38.258,139.699,7.993,42.917,66.41,84.938,18.528,87.361,26.343,61.018,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3317,0.8827291,476.16,0,0
2021-08-09 3:34:46 PM,2021-08-09,08-2021,Batch 28,28,0:20,1:35,21,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:20,0:36,1,1.56756757,21,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,34.206,-1.45,37.979,136.672,7.991,45.577,66.137,84.931,18.794,87.376,26.382,60.994,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3318,0.66787087,476.16,0,0
2021-08-09 3:35:46 PM,2021-08-09,08-2021,Batch 28,28,0:21,1:35,22,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:21,0:36,1,1.59459459,22,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,35.959,-1.45,37.58,136.49,7.99,43.449,65.612,84.924,19.312,87.391,26.42,60.971,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3319,0.83772174,476.16,0,0
2021-08-09 3:36:46 PM,2021-08-09,08-2021,Batch 28,28,0:22,1:35,23,0,0,28,Deagglomerate,Batch 28-Deagglomerate,Deagglomerate,0:22,0:36,1,1.62162162,23,0,0,4.96,0,On-spec,91.3,1.78,0,0.83,0,98.77,0,0,0.2,26,0.1,37.103,-1.45,37.18,133.346,7.989,34.972,64.983,84.917,19.934,87.406,26.459,60.947,0.46,14.82,3,2.24,1.34,0.47,0,1.45,5.52,3.01,84.14,7098.2017,45.831,27.417,84.645,23,60,24,36,2.3845,0.8150569531,3320,0.54418715,476.16,0,0
